	pident
8936	97.7
8937	97.7
8938	97.7
8939	97.7
8940	97.7
8941	97.7
8942	97.7
8943	97.7
8944	97.7
8945	97.7
8946	97.7
8947	97.7
8948	97.7
8949	97.7
8950	97.7
8951	97.7
8952	97.7
8953	97.7
8954	97.7
8955	97.7
8956	97.7
8957	97.7
8958	97.7
8959	97.7
8960	97.7
8961	97.7
8962	97.7
8963	97.7
8964	97.7
8965	97.7
8966	97.7
8967	97.7
8968	97.7
8969	97.7
8970	97.7
8971	97.7
8972	97.7
8973	97.7
8974	97.7
8975	97.7
8976	97.7
8977	97.7
8978	97.7
8979	97.7
8980	97.7
8981	97.7
8982	97.7
8983	97.7
8984	97.7
8985	97.7
8986	97.7
8987	97.7
8988	97.7
8989	97.7
8990	97.7
8991	97.7
8992	97.7
8993	97.7
8994	97.7
8995	97.7
8996	97.7
8997	97.7
8998	97.7
8999	97.7
9000	97.7
9001	97.7
9002	97.7
9003	97.7
9004	97.7
9005	97.7
9006	97.7
9007	97.7
9008	97.7
9009	97.7
9010	97.7
9011	97.7
9012	97.8
9013	97.8
9014	97.8
9015	97.8
9016	97.8
9017	97.8
9018	97.8
9019	97.8
9020	97.8
9021	97.8
9022	97.8
9023	97.8
9024	97.8
9025	97.8
9026	97.8
9027	97.8
9028	97.8
9029	97.8
9030	97.8
9031	97.8
9032	97.8
9033	97.8
9034	97.8
9035	97.8
9036	97.8
9037	97.8
9038	97.8
9039	97.8
9040	97.8
9041	97.8
9042	97.8
9043	97.8
9044	97.8
9045	97.8
9046	97.8
9047	97.8
9048	97.8
9049	97.8
9050	97.8
9051	97.8
9052	97.8
9053	97.8
9054	97.8
9055	97.8
9056	97.8
9057	97.8
9058	97.8
9059	97.8
9060	97.8
9061	97.8
9062	97.8
9063	97.8
9064	97.8
9065	97.8
9066	97.8
9067	97.8
9068	97.8
9069	97.8
9070	97.8
9071	97.8
9072	97.8
9073	97.8
9074	97.8
9075	97.8
9076	97.8
9077	97.8
9078	97.8
9079	97.8
9080	97.8
9081	97.8
9082	97.8
9083	97.8
9084	97.8
9085	97.8
9086	97.8
9087	97.8
9088	97.8
9089	97.8
9090	97.8
9091	97.8
9092	97.8
9093	97.8
9094	97.8
9095	97.8
9096	97.8
9097	97.8
9098	97.8
9099	97.8
9100	97.8
9101	97.8
9102	97.8
9103	97.8
9104	97.8
9105	97.8
9106	97.8
9107	97.8
9108	97.8
9109	97.8
9110	97.8
9111	97.8
9112	97.8
9113	97.8
9114	97.8
9115	97.8
9116	97.8
9117	97.8
9118	97.8
9119	97.8
9120	97.8
9121	97.8
9122	97.8
9123	97.8
9124	97.8
9125	97.8
9126	97.8
9127	97.8
9128	97.8
9129	97.8
9130	97.8
9131	97.8
9132	97.8
9133	97.8
9134	97.8
9135	97.8
9136	97.8
9137	97.8
9138	97.8
9139	97.8
9140	97.8
9141	97.8
9142	97.8
9143	97.8
9144	97.8
9145	97.8
9146	97.8
9147	97.8
9148	97.8
9149	97.8
9150	97.8
9151	97.8
9152	97.8
9153	97.8
9154	97.8
9155	97.8
9156	97.8
9157	97.8
9158	97.8
9159	97.8
9160	97.8
9161	97.8
9162	97.8
9163	97.8
9164	97.8
9165	97.8
9166	97.8
9167	97.8
9168	97.8
9169	97.8
9170	97.8
9171	97.8
9172	97.8
9173	97.8
9174	97.8
9175	97.8
9176	97.8
9177	97.8
9178	97.8
9179	97.8
9180	97.8
9181	97.8
9182	97.8
9183	97.8
9184	97.8
9185	97.8
9186	97.8
9187	97.8
9188	97.8
9189	97.8
9190	97.8
9191	97.8
9192	97.8
9193	97.8
9194	97.8
9195	97.8
9196	97.8
9197	97.8
9198	97.8
9199	97.8
9200	97.8
9201	97.8
9202	97.8
9203	97.8
9204	97.8
9205	97.8
9206	97.8
9207	97.8
9208	97.8
9209	97.8
9210	97.8
9211	97.8
9212	97.8
9213	97.8
9214	97.8
9215	97.8
9216	97.8
9217	97.8
9218	97.8
9219	97.8
9220	97.8
9221	97.8
9222	97.8
9223	97.8
9224	97.8
9225	97.8
9226	97.8
9227	97.8
9228	97.8
9229	97.8
9230	97.8
9231	97.8
9232	97.8
9233	97.8
9234	97.8
9235	97.8
9236	97.8
9237	97.9
9238	97.9
9239	97.9
9240	97.9
9241	97.9
9242	97.9
9243	97.9
9244	97.9
9245	97.9
9246	97.9
9247	97.9
9248	97.9
9249	97.9
9250	97.9
9251	97.9
9252	97.9
9253	97.9
9254	97.9
9255	97.9
9256	97.9
9257	97.9
9258	97.9
9259	97.9
9260	97.9
9261	97.9
9262	97.9
9263	97.9
9264	97.9
9265	97.9
9266	97.9
9267	97.9
9268	97.9
9269	97.9
9270	97.9
9271	97.9
9272	97.9
9273	97.9
9274	97.9
9275	97.9
9276	97.9
9277	97.9
9278	97.9
9279	97.9
9280	97.9
9281	97.9
9282	97.9
9283	97.9
9284	97.9
9285	97.9
9286	97.9
9287	97.9
9288	97.9
9289	97.9
9290	97.9
9291	97.9
9292	97.9
9293	97.9
9294	97.9
9295	97.9
9296	97.9
9297	97.9
9298	97.9
9299	97.9
9300	97.9
9301	97.9
9302	97.9
9303	97.9
9304	97.9
9305	97.9
9306	97.9
9307	97.9
9308	97.9
9309	97.9
9310	97.9
9311	97.9
9312	97.9
9313	97.9
9314	97.9
9315	97.9
9316	97.9
9317	97.9
9318	97.9
9319	97.9
9320	97.9
9321	97.9
9322	97.9
9323	97.9
9324	97.9
9325	97.9
9326	97.9
9327	97.9
9328	97.9
9329	97.9
9330	97.9
9331	97.9
9332	97.9
9333	97.9
9334	97.9
9335	97.9
9336	97.9
9337	97.9
9338	97.9
9339	97.9
9340	97.9
9341	97.9
9342	97.9
9343	97.9
9344	97.9
9345	97.9
9346	97.9
9347	97.9
9348	97.9
9349	97.9
9350	97.9
9351	97.9
9352	97.9
9353	97.9
9354	97.9
9355	97.9
9356	97.9
9357	97.9
9358	97.9
9359	97.9
9360	97.9
9361	97.9
9362	97.9
9363	97.9
9364	97.9
9365	97.9
9366	97.9
9367	97.9
9368	97.9
9369	97.9
9370	97.9
9371	97.9
9372	97.9
9373	97.9
9374	97.9
9375	97.9
9376	97.9
9377	97.9
9378	97.9
9379	97.9
9380	97.9
9381	97.9
9382	97.9
9383	97.9
9384	97.9
9385	97.9
9386	97.9
9387	97.9
9388	97.9
9389	97.9
9390	97.9
9391	97.9
9392	97.9
9393	97.9
9394	97.9
9395	97.9
9396	97.9
9397	97.9
9398	97.9
9399	97.9
9400	97.9
9401	97.9
9402	97.9
9403	97.9
9404	97.9
9405	97.9
9406	97.9
9407	97.9
9408	97.9
9409	97.9
9410	97.9
9411	97.9
9412	97.9
9413	97.9
9414	97.9
9415	97.9
9416	97.9
9417	97.9
9418	97.9
9419	97.9
9420	97.9
9421	97.9
9422	97.9
9423	97.9
9424	97.9
9425	97.9
9426	97.9
9427	97.9
9428	97.9
9429	97.9
9430	97.9
9431	97.9
9432	97.9
9433	97.9
9434	97.9
9435	97.9
9436	97.9
9437	97.9
9438	97.9
9439	97.9
9440	97.9
9441	97.9
9442	97.9
9443	97.9
9444	97.9
9445	97.9
9446	97.9
9447	97.9
9448	97.9
9449	97.9
9450	97.9
9451	97.9
9452	97.9
9453	97.9
9454	97.9
9455	97.9
9456	97.9
9457	97.9
9458	97.9
9459	97.9
9460	97.9
9461	98.0
9462	98.0
9463	98.0
9464	98.0
9465	98.0
9466	98.0
9467	98.0
9468	98.0
9469	98.0
9470	98.0
9471	98.0
9472	98.0
9473	98.0
9474	98.0
9475	98.0
9476	98.0
9477	98.0
9478	98.0
9479	98.0
9480	98.0
9481	98.0
9482	98.0
9483	98.0
9484	98.0
9485	98.0
9486	98.0
9487	98.0
9488	98.0
9489	98.0
9490	98.0
9491	98.0
9492	98.0
9493	98.0
9494	98.0
9495	98.0
9496	98.0
9497	98.0
9498	98.0
9499	98.0
9500	98.0
9501	98.0
9502	98.0
9503	98.0
9504	98.0
9505	98.0
9506	98.0
9507	98.0
9508	98.0
9509	98.0
9510	98.0
9511	98.0
9512	98.0
9513	98.0
9514	98.0
9515	98.0
9516	98.0
9517	98.0
9518	98.0
9519	98.0
9520	98.0
9521	98.0
9522	98.0
9523	98.0
9524	98.0
9525	98.0
9526	98.0
9527	98.0
9528	98.0
9529	98.0
9530	98.0
9531	98.0
9532	98.0
9533	98.0
9534	98.0
9535	98.0
9536	98.0
9537	98.0
9538	98.0
9539	98.0
9540	98.0
9541	98.0
9542	98.0
9543	98.0
9544	98.0
9545	98.0
9546	98.0
9547	98.0
9548	98.0
9549	98.0
9550	98.0
9551	98.0
9552	98.0
9553	98.0
9554	98.0
9555	98.0
9556	98.0
9557	98.0
9558	98.0
9559	98.0
9560	98.0
9561	98.0
9562	98.0
9563	98.0
9564	98.0
9565	98.0
9566	98.0
9567	98.0
9568	98.0
9569	98.0
9570	98.0
9571	98.0
9572	98.0
9573	98.0
9574	98.0
9575	98.0
9576	98.0
9577	98.0
9578	98.0
9579	98.0
9580	98.0
9581	98.0
9582	98.0
9583	98.0
9584	98.0
9585	98.0
9586	98.0
9587	98.0
9588	98.0
9589	98.0
9590	98.0
9591	98.0
9592	98.0
9593	98.0
9594	98.0
9595	98.0
9596	98.0
9597	98.0
9598	98.0
9599	98.0
9600	98.0
9601	98.0
9602	98.0
9603	98.0
9604	98.0
9605	98.0
9606	98.0
9607	98.0
9608	98.0
9609	98.0
9610	98.0
9611	98.0
9612	98.0
9613	98.0
9614	98.0
9615	98.0
9616	98.0
9617	98.0
9618	98.0
9619	98.0
9620	98.0
9621	98.0
9622	98.0
9623	98.0
9624	98.0
9625	98.0
9626	98.0
9627	98.0
9628	98.0
9629	98.0
9630	98.0
9631	98.0
9632	98.0
9633	98.0
9634	98.0
9635	98.0
9636	98.0
9637	98.0
9638	98.0
9639	98.0
9640	98.0
9641	98.0
9642	98.0
9643	98.0
9644	98.0
9645	98.0
9646	98.0
9647	98.0
9648	98.0
9649	98.0
9650	98.0
9651	98.0
9652	98.0
9653	98.0
9654	98.0
9655	98.0
9656	98.0
9657	98.0
9658	98.0
9659	98.0
9660	98.0
9661	98.0
9662	98.0
9663	98.0
9664	98.0
9665	98.0
9666	98.0
9667	98.0
9668	98.0
9669	98.0
9670	98.0
9671	98.0
9672	98.0
9673	98.0
9674	98.0
9675	98.0
9676	98.0
9677	98.0
9678	98.0
9679	98.0
9680	98.0
9681	98.0
9682	98.0
9683	98.0
9684	98.0
9685	98.0
9686	98.0
9687	98.0
9688	98.0
9689	98.0
9690	98.0
9691	98.0
9692	98.0
9693	98.0
9694	98.0
9695	98.0
9696	98.0
9697	98.0
9698	98.0
9699	98.0
9700	98.0
9701	98.0
9702	98.0
9703	98.0
9704	98.0
9705	98.0
9706	98.0
9707	98.0
9708	98.0
9709	98.0
9710	98.0
9711	98.0
9712	98.0
9713	98.0
9714	98.0
9715	98.0
9716	98.0
9717	98.0
9718	98.0
9719	98.0
9720	98.0
9721	98.0
9722	98.0
9723	98.0
9724	98.0
9725	98.0
9726	98.0
9727	98.0
9728	98.0
9729	98.0
9730	98.0
9731	98.0
9732	98.0
9733	98.0
9734	98.0
9735	98.0
9736	98.0
9737	98.0
9738	98.0
9739	98.0
9740	98.0
9741	98.0
9742	98.0
9743	98.0
9744	98.0
9745	98.0
9746	98.0
9747	98.0
9748	98.0
9749	98.0
9750	98.0
9751	98.0
9752	98.0
9753	98.0
9754	98.0
9755	98.0
9756	98.0
9757	98.0
9758	98.1
9759	98.1
9760	98.1
9761	98.1
9762	98.1
9763	98.1
9764	98.1
9765	98.1
9766	98.1
9767	98.1
9768	98.1
9769	98.1
9770	98.1
9771	98.1
9772	98.1
9773	98.1
9774	98.1
9775	98.1
9776	98.1
9777	98.1
9778	98.1
9779	98.1
9780	98.1
9781	98.1
9782	98.1
9783	98.1
9784	98.1
9785	98.1
9786	98.1
9787	98.1
9788	98.1
9789	98.1
9790	98.1
9791	98.1
9792	98.1
9793	98.1
9794	98.1
9795	98.1
9796	98.1
9797	98.1
9798	98.1
9799	98.1
9800	98.1
9801	98.1
9802	98.1
9803	98.1
9804	98.1
9805	98.1
9806	98.1
9807	98.1
9808	98.1
9809	98.1
9810	98.1
9811	98.1
9812	98.1
9813	98.1
9814	98.1
9815	98.1
9816	98.1
9817	98.1
9818	98.1
9819	98.1
9820	98.1
9821	98.1
9822	98.1
9823	98.1
9824	98.1
9825	98.1
9826	98.1
9827	98.1
9828	98.1
9829	98.1
9830	98.1
9831	98.1
9832	98.1
9833	98.1
9834	98.1
9835	98.1
9836	98.1
9837	98.1
9838	98.1
9839	98.1
9840	98.1
9841	98.1
9842	98.1
9843	98.1
9844	98.1
9845	98.1
9846	98.1
9847	98.1
9848	98.1
9849	98.1
9850	98.1
9851	98.1
9852	98.1
9853	98.1
9854	98.1
9855	98.1
9856	98.1
9857	98.1
9858	98.1
9859	98.1
9860	98.1
9861	98.1
9862	98.1
9863	98.1
9864	98.1
9865	98.1
9866	98.1
9867	98.1
9868	98.1
9869	98.1
9870	98.1
9871	98.1
9872	98.1
9873	98.1
9874	98.1
9875	98.1
9876	98.1
9877	98.1
9878	98.1
9879	98.1
9880	98.1
9881	98.1
9882	98.1
9883	98.1
9884	98.1
9885	98.1
9886	98.1
9887	98.1
9888	98.1
9889	98.1
9890	98.1
9891	98.1
9892	98.1
9893	98.1
9894	98.1
9895	98.1
9896	98.1
9897	98.1
9898	98.1
9899	98.1
9900	98.1
9901	98.1
9902	98.1
9903	98.1
9904	98.1
9905	98.1
9906	98.1
9907	98.1
9908	98.1
9909	98.1
9910	98.1
9911	98.1
9912	98.1
9913	98.1
9914	98.1
9915	98.1
9916	98.1
9917	98.1
9918	98.1
9919	98.1
9920	98.1
9921	98.1
9922	98.1
9923	98.1
9924	98.1
9925	98.1
9926	98.1
9927	98.1
9928	98.1
9929	98.1
9930	98.1
9931	98.1
9932	98.1
9933	98.1
9934	98.1
9935	98.1
9936	98.1
9937	98.1
9938	98.1
9939	98.1
9940	98.1
9941	98.1
9942	98.1
9943	98.1
9944	98.1
9945	98.1
9946	98.1
9947	98.1
9948	98.1
9949	98.1
9950	98.1
9951	98.1
9952	98.1
9953	98.1
9954	98.1
9955	98.1
9956	98.1
9957	98.1
9958	98.1
9959	98.1
9960	98.1
9961	98.1
9962	98.1
9963	98.1
9964	98.1
9965	98.1
9966	98.1
9967	98.1
9968	98.1
9969	98.1
9970	98.1
9971	98.1
9972	98.1
9973	98.1
9974	98.1
9975	98.1
9976	98.1
9977	98.1
9978	98.1
9979	98.1
9980	98.1
9981	98.1
9982	98.1
9983	98.1
9984	98.1
9985	98.1
9986	98.1
9987	98.1
9988	98.1
9989	98.1
9990	98.1
9991	98.1
9992	98.1
9993	98.1
9994	98.1
9995	98.1
9996	98.1
9997	98.1
9998	98.1
9999	98.1
10000	98.1
10001	98.1
10002	98.1
10003	98.1
10004	98.1
10005	98.1
10006	98.1
10007	98.1
10008	98.1
10009	98.1
10010	98.1
10011	98.1
10012	98.1
10013	98.1
10014	98.1
10015	98.1
10016	98.1
10017	98.1
10018	98.1
10019	98.1
10020	98.1
10021	98.1
10022	98.1
10023	98.1
10024	98.1
10025	98.1
10026	98.1
10027	98.1
10028	98.1
10029	98.1
10030	98.1
10031	98.1
10032	98.1
10033	98.1
10034	98.2
10035	98.2
10036	98.2
10037	98.2
10038	98.2
10039	98.2
10040	98.2
10041	98.2
10042	98.2
10043	98.2
10044	98.2
10045	98.2
10046	98.2
10047	98.2
10048	98.2
10049	98.2
10050	98.2
10051	98.2
10052	98.2
10053	98.2
10054	98.2
10055	98.2
10056	98.2
10057	98.2
10058	98.2
10059	98.2
10060	98.2
10061	98.2
10062	98.2
10063	98.2
10064	98.2
10065	98.2
10066	98.2
10067	98.2
10068	98.2
10069	98.2
10070	98.2
10071	98.2
10072	98.2
10073	98.2
10074	98.2
10075	98.2
10076	98.2
10077	98.2
10078	98.2
10079	98.2
10080	98.2
10081	98.2
10082	98.2
10083	98.2
10084	98.2
10085	98.2
10086	98.2
10087	98.2
10088	98.2
10089	98.2
10090	98.2
10091	98.2
10092	98.2
10093	98.2
10094	98.2
10095	98.2
10096	98.2
10097	98.2
10098	98.2
10099	98.2
10100	98.2
10101	98.2
10102	98.2
10103	98.2
10104	98.2
10105	98.2
10106	98.2
10107	98.2
10108	98.2
10109	98.2
10110	98.2
10111	98.2
10112	98.2
10113	98.2
10114	98.2
10115	98.2
10116	98.2
10117	98.2
10118	98.2
10119	98.2
10120	98.2
10121	98.2
10122	98.2
10123	98.2
10124	98.2
10125	98.2
10126	98.2
10127	98.2
10128	98.2
10129	98.2
10130	98.2
10131	98.2
10132	98.2
10133	98.2
10134	98.2
10135	98.2
10136	98.2
10137	98.2
10138	98.2
10139	98.2
10140	98.2
10141	98.2
10142	98.2
10143	98.2
10144	98.2
10145	98.2
10146	98.2
10147	98.2
10148	98.2
10149	98.2
10150	98.2
10151	98.2
10152	98.2
10153	98.2
10154	98.2
10155	98.2
10156	98.2
10157	98.2
10158	98.2
10159	98.2
10160	98.2
10161	98.2
10162	98.2
10163	98.2
10164	98.2
10165	98.2
10166	98.2
10167	98.2
10168	98.2
10169	98.2
10170	98.2
10171	98.2
10172	98.2
10173	98.2
10174	98.2
10175	98.2
10176	98.2
10177	98.2
10178	98.2
10179	98.2
10180	98.2
10181	98.2
10182	98.2
10183	98.2
10184	98.2
10185	98.2
10186	98.2
10187	98.2
10188	98.2
10189	98.2
10190	98.2
10191	98.2
10192	98.2
10193	98.2
10194	98.2
10195	98.2
10196	98.2
10197	98.2
10198	98.2
10199	98.2
10200	98.2
10201	98.2
10202	98.2
10203	98.2
10204	98.2
10205	98.2
10206	98.2
10207	98.2
10208	98.2
10209	98.2
10210	98.2
10211	98.2
10212	98.2
10213	98.2
10214	98.2
10215	98.2
10216	98.2
10217	98.2
10218	98.2
10219	98.2
10220	98.2
10221	98.2
10222	98.2
10223	98.2
10224	98.2
10225	98.2
10226	98.2
10227	98.2
10228	98.2
10229	98.2
10230	98.2
10231	98.2
10232	98.2
10233	98.2
10234	98.2
10235	98.2
10236	98.2
10237	98.2
10238	98.2
10239	98.2
10240	98.2
10241	98.2
10242	98.2
10243	98.2
10244	98.2
10245	98.2
10246	98.2
10247	98.2
10248	98.2
10249	98.2
10250	98.2
10251	98.2
10252	98.2
10253	98.2
10254	98.2
10255	98.2
10256	98.2
10257	98.2
10258	98.2
10259	98.2
10260	98.2
10261	98.2
10262	98.2
10263	98.2
10264	98.2
10265	98.2
10266	98.2
10267	98.2
10268	98.2
10269	98.2
10270	98.2
10271	98.2
10272	98.2
10273	98.2
10274	98.2
10275	98.2
10276	98.2
10277	98.2
10278	98.2
10279	98.2
10280	98.2
10281	98.2
10282	98.2
10283	98.2
10284	98.2
10285	98.2
10286	98.2
10287	98.2
10288	98.2
10289	98.2
10290	98.2
10291	98.2
10292	98.2
10293	98.2
10294	98.2
10295	98.2
10296	98.2
10297	98.2
10298	98.2
10299	98.2
10300	98.2
10301	98.2
10302	98.2
10303	98.2
10304	98.2
10305	98.2
10306	98.2
10307	98.2
10308	98.2
10309	98.2
10310	98.2
10311	98.2
10312	98.2
10313	98.2
10314	98.2
10315	98.2
10316	98.2
10317	98.2
10318	98.2
10319	98.3
10320	98.3
10321	98.3
10322	98.3
10323	98.3
10324	98.3
10325	98.3
10326	98.3
10327	98.3
10328	98.3
10329	98.3
10330	98.3
10331	98.3
10332	98.3
10333	98.3
10334	98.3
10335	98.3
10336	98.3
10337	98.3
10338	98.3
10339	98.3
10340	98.3
10341	98.3
10342	98.3
10343	98.3
10344	98.3
10345	98.3
10346	98.3
10347	98.3
10348	98.3
10349	98.3
10350	98.3
10351	98.3
10352	98.3
10353	98.3
10354	98.3
10355	98.3
10356	98.3
10357	98.3
10358	98.3
10359	98.3
10360	98.3
10361	98.3
10362	98.3
10363	98.3
10364	98.3
10365	98.3
10366	98.3
10367	98.3
10368	98.3
10369	98.3
10370	98.3
10371	98.3
10372	98.3
10373	98.3
10374	98.3
10375	98.3
10376	98.3
10377	98.3
10378	98.3
10379	98.3
10380	98.3
10381	98.3
10382	98.3
10383	98.3
10384	98.3
10385	98.3
10386	98.3
10387	98.3
10388	98.3
10389	98.3
10390	98.3
10391	98.3
10392	98.3
10393	98.3
10394	98.3
10395	98.3
10396	98.3
10397	98.3
10398	98.3
10399	98.3
10400	98.3
10401	98.3
10402	98.3
10403	98.3
10404	98.3
10405	98.3
10406	98.3
10407	98.3
10408	98.3
10409	98.3
10410	98.3
10411	98.3
10412	98.3
10413	98.3
10414	98.3
10415	98.3
10416	98.3
10417	98.3
10418	98.3
10419	98.3
10420	98.3
10421	98.3
10422	98.3
10423	98.3
10424	98.3
10425	98.3
10426	98.3
10427	98.3
10428	98.3
10429	98.3
10430	98.3
10431	98.3
10432	98.3
10433	98.3
10434	98.3
10435	98.3
10436	98.3
10437	98.3
10438	98.3
10439	98.3
10440	98.3
10441	98.3
10442	98.3
10443	98.3
10444	98.3
10445	98.3
10446	98.3
10447	98.3
10448	98.3
10449	98.3
10450	98.3
10451	98.3
10452	98.3
10453	98.3
10454	98.3
10455	98.3
10456	98.3
10457	98.3
10458	98.3
10459	98.3
10460	98.3
10461	98.3
10462	98.3
10463	98.3
10464	98.3
10465	98.3
10466	98.3
10467	98.3
10468	98.3
10469	98.3
10470	98.3
10471	98.3
10472	98.3
10473	98.3
10474	98.3
10475	98.3
10476	98.3
10477	98.3
10478	98.3
10479	98.3
10480	98.3
10481	98.3
10482	98.3
10483	98.3
10484	98.3
10485	98.3
10486	98.3
10487	98.3
10488	98.3
10489	98.3
10490	98.3
10491	98.3
10492	98.3
10493	98.3
10494	98.3
10495	98.3
10496	98.3
10497	98.3
10498	98.3
10499	98.3
10500	98.3
10501	98.3
10502	98.3
10503	98.3
10504	98.3
10505	98.3
10506	98.3
10507	98.3
10508	98.3
10509	98.3
10510	98.3
10511	98.3
10512	98.3
10513	98.3
10514	98.3
10515	98.3
10516	98.3
10517	98.3
10518	98.3
10519	98.3
10520	98.3
10521	98.3
10522	98.3
10523	98.3
10524	98.3
10525	98.3
10526	98.3
10527	98.3
10528	98.3
10529	98.3
10530	98.3
10531	98.3
10532	98.3
10533	98.3
10534	98.3
10535	98.3
10536	98.3
10537	98.3
10538	98.3
10539	98.3
10540	98.3
10541	98.3
10542	98.3
10543	98.3
10544	98.3
10545	98.3
10546	98.3
10547	98.3
10548	98.3
10549	98.3
10550	98.3
10551	98.3
10552	98.3
10553	98.3
10554	98.3
10555	98.3
10556	98.3
10557	98.3
10558	98.3
10559	98.3
10560	98.3
10561	98.3
10562	98.3
10563	98.3
10564	98.3
10565	98.3
10566	98.3
10567	98.3
10568	98.3
10569	98.3
10570	98.3
10571	98.3
10572	98.3
10573	98.3
10574	98.3
10575	98.3
10576	98.3
10577	98.3
10578	98.3
10579	98.3
10580	98.3
10581	98.3
10582	98.3
10583	98.3
10584	98.3
10585	98.3
10586	98.3
10587	98.3
10588	98.3
10589	98.3
10590	98.3
10591	98.3
10592	98.3
10593	98.3
10594	98.3
10595	98.3
10596	98.3
10597	98.3
10598	98.3
10599	98.3
10600	98.3
10601	98.3
10602	98.3
10603	98.3
10604	98.3
10605	98.3
10606	98.3
10607	98.3
10608	98.3
10609	98.3
10610	98.3
10611	98.3
10612	98.3
10613	98.3
10614	98.3
10615	98.3
10616	98.3
10617	98.3
10618	98.3
10619	98.3
10620	98.3
10621	98.3
10622	98.3
10623	98.3
10624	98.3
10625	98.3
10626	98.3
10627	98.3
10628	98.3
10629	98.3
10630	98.3
10631	98.3
10632	98.3
10633	98.3
10634	98.4
10635	98.4
10636	98.4
10637	98.4
10638	98.4
10639	98.4
10640	98.4
10641	98.4
10642	98.4
10643	98.4
10644	98.4
10645	98.4
10646	98.4
10647	98.4
10648	98.4
10649	98.4
10650	98.4
10651	98.4
10652	98.4
10653	98.4
10654	98.4
10655	98.4
10656	98.4
10657	98.4
10658	98.4
10659	98.4
10660	98.4
10661	98.4
10662	98.4
10663	98.4
10664	98.4
10665	98.4
10666	98.4
10667	98.4
10668	98.4
10669	98.4
10670	98.4
10671	98.4
10672	98.4
10673	98.4
10674	98.4
10675	98.4
10676	98.4
10677	98.4
10678	98.4
10679	98.4
10680	98.4
10681	98.4
10682	98.4
10683	98.4
10684	98.4
10685	98.4
10686	98.4
10687	98.4
10688	98.4
10689	98.4
10690	98.4
10691	98.4
10692	98.4
10693	98.4
10694	98.4
10695	98.4
10696	98.4
10697	98.4
10698	98.4
10699	98.4
10700	98.4
10701	98.4
10702	98.4
10703	98.4
10704	98.4
10705	98.4
10706	98.4
10707	98.4
10708	98.4
10709	98.4
10710	98.4
10711	98.4
10712	98.4
10713	98.4
10714	98.4
10715	98.4
10716	98.4
10717	98.4
10718	98.4
10719	98.4
10720	98.4
10721	98.4
10722	98.4
10723	98.4
10724	98.4
10725	98.4
10726	98.4
10727	98.4
10728	98.4
10729	98.4
10730	98.4
10731	98.4
10732	98.4
10733	98.4
10734	98.4
10735	98.4
10736	98.4
10737	98.4
10738	98.4
10739	98.4
10740	98.4
10741	98.4
10742	98.4
10743	98.4
10744	98.4
10745	98.4
10746	98.4
10747	98.4
10748	98.4
10749	98.4
10750	98.4
10751	98.4
10752	98.4
10753	98.4
10754	98.4
10755	98.4
10756	98.4
10757	98.4
10758	98.4
10759	98.4
10760	98.4
10761	98.4
10762	98.4
10763	98.4
10764	98.4
10765	98.4
10766	98.4
10767	98.4
10768	98.4
10769	98.4
10770	98.4
10771	98.4
10772	98.4
10773	98.4
10774	98.4
10775	98.4
10776	98.4
10777	98.4
10778	98.4
10779	98.4
10780	98.4
10781	98.4
10782	98.4
10783	98.4
10784	98.4
10785	98.4
10786	98.4
10787	98.4
10788	98.4
10789	98.4
10790	98.4
10791	98.4
10792	98.4
10793	98.4
10794	98.4
10795	98.4
10796	98.4
10797	98.4
10798	98.4
10799	98.4
10800	98.4
10801	98.4
10802	98.4
10803	98.4
10804	98.4
10805	98.4
10806	98.4
10807	98.4
10808	98.4
10809	98.4
10810	98.4
10811	98.4
10812	98.4
10813	98.4
10814	98.4
10815	98.4
10816	98.4
10817	98.4
10818	98.4
10819	98.4
10820	98.4
10821	98.4
10822	98.4
10823	98.4
10824	98.4
10825	98.4
10826	98.4
10827	98.4
10828	98.4
10829	98.4
10830	98.4
10831	98.4
10832	98.4
10833	98.4
10834	98.4
10835	98.4
10836	98.4
10837	98.4
10838	98.4
10839	98.4
10840	98.4
10841	98.4
10842	98.4
10843	98.4
10844	98.4
10845	98.4
10846	98.4
10847	98.4
10848	98.4
10849	98.4
10850	98.4
10851	98.4
10852	98.4
10853	98.4
10854	98.4
10855	98.4
10856	98.4
10857	98.4
10858	98.4
10859	98.4
10860	98.4
10861	98.4
10862	98.4
10863	98.4
10864	98.4
10865	98.4
10866	98.4
10867	98.4
10868	98.4
10869	98.4
10870	98.4
10871	98.4
10872	98.4
10873	98.4
10874	98.4
10875	98.4
10876	98.4
10877	98.4
10878	98.4
10879	98.4
10880	98.4
10881	98.4
10882	98.4
10883	98.4
10884	98.4
10885	98.4
10886	98.4
10887	98.4
10888	98.4
10889	98.4
10890	98.4
10891	98.4
10892	98.4
10893	98.4
10894	98.4
10895	98.4
10896	98.4
10897	98.4
10898	98.4
10899	98.4
10900	98.4
10901	98.4
10902	98.4
10903	98.4
10904	98.4
10905	98.4
10906	98.4
10907	98.4
10908	98.4
10909	98.4
10910	98.4
10911	98.4
10912	98.4
10913	98.4
10914	98.4
10915	98.4
10916	98.4
10917	98.4
10918	98.4
10919	98.4
10920	98.4
10921	98.4
10922	98.4
10923	98.4
10924	98.4
10925	98.4
10926	98.4
10927	98.4
10928	98.4
10929	98.4
10930	98.4
10931	98.4
10932	98.4
10933	98.4
10934	98.4
